outbreak_setting,causative_agent,month,duration
Hospital-Acute Care,COVID-19,Nov,15
LTCH,COVID-19,Nov,15
Hospital-Acute Care,COVID-19,Nov,9
LTCH,COVID-19,Nov,10
LTCH,COVID-19,Nov,23
LTCH,COVID-19,Nov,20
Hospital-Chronic Care,COVID-19,Nov,10
Retirement Home,COVID-19,Nov,28
Retirement Home,COVID-19,Nov,14
Hospital-Psychiatric,COVID-19,Nov,17
LTCH,COVID-19,Nov,25
LTCH,Respiratory syncytial virus,Nov,39
LTCH,COVID-19,Nov,37
LTCH,COVID-19,Nov,21
Hospital-Chronic Care,COVID-19,Nov,17
Retirement Home,COVID-19,Nov,18
Hospital-Chronic Care,COVID-19,Nov,11
Hospital-Chronic Care,COVID-19,Nov,11
LTCH,COVID-19,Nov,15
LTCH,COVID-19,Nov,13
LTCH,COVID-19,Nov,9
LTCH,COVID-19,Nov,11
LTCH,Enterovirus/Rhinovirus,Nov,14
LTCH,COVID-19,Nov,19
Hospital-Chronic Care,COVID-19,Nov,8
LTCH,COVID-19,Nov,22
LTCH,COVID-19,Nov,13
Hospital-Acute Care,COVID-19,Nov,10
Hospital-Acute Care,COVID-19,Nov,28
LTCH,COVID-19,Nov,17
Hospital-Chronic Care,COVID-19,Nov,12
Hospital-Acute Care,COVID-19,Nov,22
Retirement Home,COVID-19,Nov,18
LTCH,COVID-19,Nov,7
LTCH,COVID-19,Nov,30
LTCH,Influenza,Nov,18
LTCH,COVID-19,Nov,21
LTCH,COVID-19,Nov,14
Hospital-Chronic Care,COVID-19,Nov,24
LTCH,Parainfluenza,Nov,16
LTCH,COVID-19,Nov,16
Hospital-Acute Care,COVID-19,Nov,8
Hospital-Acute Care,COVID-19,Nov,9
LTCH,COVID-19,Nov,17
LTCH,Parainfluenza,Nov,26
LTCH,COVID-19,Nov,7
LTCH,COVID-19,Nov,40
Retirement Home,COVID-19,Nov,8
LTCH,COVID-19,Nov,11
LTCH,COVID-19,Nov,7
Retirement Home,COVID-19,Nov,13
LTCH,COVID-19,Nov,12
LTCH,COVID-19,Nov,10
Hospital-Chronic Care,COVID-19,Nov,8
LTCH,COVID-19,Nov,14
Retirement Home,COVID-19,Nov,19
Retirement Home,COVID-19,Nov,8
Retirement Home,COVID-19,Oct,24
Retirement Home,COVID-19,Oct,20
LTCH,COVID-19,Oct,31
LTCH,COVID-19,Oct,20
LTCH,COVID-19,Oct,12
LTCH,Influenza,Oct,14
Retirement Home,COVID-19,Oct,21
LTCH,COVID-19,Oct,17
LTCH,Parainfluenza,Oct,17
LTCH,COVID-19,Oct,29
Retirement Home,COVID-19,Oct,28
LTCH,COVID-19,Oct,31
Hospital-Acute Care,COVID-19,Oct,7
Hospital-Chronic Care,COVID-19,Oct,10
LTCH,COVID-19,Oct,28
LTCH,Enterovirus/Rhinovirus,Oct,18
LTCH,COVID-19,Oct,17
Hospital-Acute Care,COVID-19,Oct,11
Retirement Home,COVID-19,Oct,13
LTCH,COVID-19,Oct,8
Hospital-Acute Care,COVID-19,Oct,9
Hospital-Chronic Care,COVID-19,Oct,10
Retirement Home,COVID-19,Oct,8
LTCH,COVID-19,Oct,11
Retirement Home,COVID-19,Oct,7
Retirement Home,COVID-19,Oct,35
Retirement Home,COVID-19,Oct,8
LTCH,COVID-19,Oct,12
Retirement Home,COVID-19,Oct,17
LTCH,COVID-19,Oct,24
Hospital-Acute Care,COVID-19,Oct,6
LTCH,COVID-19,Oct,27
Retirement Home,COVID-19,Oct,16
LTCH,COVID-19,Oct,12
LTCH,COVID-19,Oct,35
LTCH,COVID-19,Oct,8
LTCH,COVID-19,Oct,21
Hospital-Acute Care,COVID-19,Oct,19
LTCH,Influenza,Oct,9
LTCH,COVID-19,Oct,8
LTCH,COVID-19,Oct,16
LTCH,COVID-19,Oct,18
LTCH,COVID-19,Oct,26
Hospital-Acute Care,COVID-19,Oct,13
LTCH,Respiratory syncytial virus,Oct,27
LTCH,COVID-19,Oct,31
Retirement Home,COVID-19,Oct,5
LTCH,Respiratory syncytial virus,Oct,13
LTCH,COVID-19,Oct,48
LTCH,COVID-19,Oct,11
Hospital-Chronic Care,COVID-19,Oct,7
LTCH,COVID-19,Oct,19
Retirement Home,COVID-19,Oct,9
LTCH,COVID-19,Oct,7
Hospital-Chronic Care,COVID-19,Oct,12
LTCH,Enterovirus/Rhinovirus,Oct,11
Retirement Home,COVID-19,Oct,9
Retirement Home,COVID-19,Oct,13
LTCH,COVID-19,Oct,13
Retirement Home,COVID-19,Oct,10
Retirement Home,Enterovirus/Rhinovirus,Oct,4
LTCH,COVID-19,Oct,4
LTCH,Enterovirus/Rhinovirus,Oct,25
LTCH,COVID-19,Oct,21
Hospital-Acute Care,COVID-19,Oct,9
Hospital-Chronic Care,COVID-19,Oct,9
LTCH,COVID-19,Oct,19
Retirement Home,COVID-19,Oct,10
LTCH,COVID-19,Oct,13
Hospital-Chronic Care,COVID-19,Oct,7
LTCH,COVID-19,Oct,16
LTCH,Enterovirus/Rhinovirus,Oct,11
Hospital-Chronic Care,COVID-19,Oct,14
Hospital-Chronic Care,COVID-19,Oct,14
LTCH,COVID-19,Oct,6
LTCH,COVID-19,Oct,13
LTCH,Enterovirus/Rhinovirus,Oct,8
LTCH,COVID-19,Oct,24
LTCH,COVID-19,Oct,15
Hospital-Chronic Care,COVID-19,Oct,12
Hospital-Chronic Care,COVID-19,Oct,7
Hospital-Acute Care,COVID-19,Oct,7
LTCH,Enterovirus/Rhinovirus,Oct,16
Retirement Home,COVID-19,Oct,16
LTCH,COVID-19,Oct,17
LTCH,COVID-19,Oct,30
LTCH,Enterovirus/Rhinovirus,Oct,6
LTCH,COVID-19,Oct,21
Retirement Home,Enterovirus/Rhinovirus,Oct,17
LTCH,COVID-19,Oct,8
LTCH,COVID-19,Oct,12
LTCH,Enterovirus/Rhinovirus,Oct,19
LTCH,COVID-19,Oct,14
Hospital-Acute Care,COVID-19,Oct,9
Hospital-Acute Care,COVID-19,Oct,6
LTCH,Norovirus,Oct,12
Retirement Home,COVID-19,Oct,12
LTCH,Parainfluenza,Oct,12
LTCH,Enterovirus/Rhinovirus,Oct,8
LTCH,COVID-19,Oct,29
Hospital-Chronic Care,COVID-19,Oct,7
Retirement Home,COVID-19,Oct,14
LTCH,COVID-19,Oct,16
LTCH,COVID-19,Oct,16
Hospital-Chronic Care,COVID-19,Oct,9
LTCH,Enterovirus/Rhinovirus,Oct,8
LTCH,COVID-19,Oct,14
LTCH,Enterovirus/Rhinovirus,Oct,13
Retirement Home,COVID-19,Oct,14
LTCH,COVID-19,Oct,25
LTCH,COVID-19,Oct,18
LTCH,COVID-19,Sep,18
Retirement Home,COVID-19,Sep,22
Retirement Home,Enterovirus/Rhinovirus,Sep,14
Retirement Home,COVID-19,Sep,14
Hospital-Chronic Care,COVID-19,Sep,11
LTCH,COVID-19,Sep,25
LTCH,COVID-19,Sep,17
Hospital-Acute Care,COVID-19,Sep,6
Hospital-Acute Care,COVID-19,Sep,6
LTCH,COVID-19,Sep,9
LTCH,COVID-19,Sep,16
LTCH,Enterovirus/Rhinovirus,Sep,20
LTCH,COVID-19,Sep,17
LTCH,COVID-19,Sep,8
LTCH,Parainfluenza,Sep,19
LTCH,COVID-19,Sep,10
Hospital-Chronic Care,COVID-19,Sep,5
Hospital-Chronic Care,COVID-19,Sep,6
Retirement Home,COVID-19,Sep,21
Hospital-Chronic Care,COVID-19,Sep,14
Hospital-Chronic Care,Enterovirus/Rhinovirus,Sep,8
Retirement Home,COVID-19,Sep,46
LTCH,Parainfluenza,Sep,18
LTCH,COVID-19,Sep,12
Hospital-Chronic Care,COVID-19,Sep,20
Retirement Home,COVID-19,Sep,14
Hospital-Chronic Care,COVID-19,Sep,11
LTCH,COVID-19,Sep,14
LTCH,Enterovirus/Rhinovirus,Sep,11
LTCH,COVID-19,Sep,10
LTCH,Enterovirus/Rhinovirus,Sep,41
Retirement Home,COVID-19,Sep,17
LTCH,COVID-19,Sep,7
Hospital-Acute Care,COVID-19,Sep,6
LTCH,COVID-19,Sep,10
Retirement Home,COVID-19,Sep,22
Retirement Home,Enterovirus/Rhinovirus,Sep,5
Hospital-Acute Care,COVID-19,Sep,9
Hospital-Chronic Care,Enterovirus/Rhinovirus,Sep,9
LTCH,COVID-19,Sep,23
Retirement Home,COVID-19,Sep,9
LTCH,Coronavirus,Sep,16
Hospital-Acute Care,COVID-19,Sep,9
LTCH,COVID-19,Sep,18
LTCH,COVID-19,Sep,32
LTCH,COVID-19,Sep,7
LTCH,Enterovirus/Rhinovirus,Sep,14
LTCH,Enterovirus/Rhinovirus,Sep,3
LTCH,Enterovirus/Rhinovirus,Sep,4
LTCH,Enterovirus/Rhinovirus,Sep,11
LTCH,COVID-19,Sep,26
LTCH,COVID-19,Sep,27
LTCH,COVID-19,Sep,12
LTCH,COVID-19,Sep,13
Hospital-Acute Care,COVID-19,Sep,5
LTCH,COVID-19,Sep,24
LTCH,COVID-19,Sep,10
Retirement Home,COVID-19,Sep,22
LTCH,Enterovirus/Rhinovirus,Sep,22
LTCH,COVID-19,Sep,14
Retirement Home,COVID-19,Sep,17
LTCH,COVID-19,Sep,21
LTCH,Enterovirus/Rhinovirus,Sep,24
LTCH,Enterovirus/Rhinovirus,Sep,12
LTCH,Enterovirus/Rhinovirus,Sep,29
LTCH,Enterovirus/Rhinovirus,Sep,20
LTCH,Enterovirus/Rhinovirus,Sep,13
LTCH,COVID-19,Sep,25
Hospital-Psychiatric,COVID-19,Sep,10
LTCH,Enterovirus/Rhinovirus,Sep,15
LTCH,Enterovirus/Rhinovirus,Sep,9
LTCH,Enterovirus/Rhinovirus,Sep,16
Retirement Home,COVID-19,Sep,10
LTCH,Enterovirus/Rhinovirus,Sep,27
LTCH,COVID-19,Sep,14
Retirement Home,COVID-19,Sep,17
Hospital-Chronic Care,COVID-19,Sep,21
LTCH,Enterovirus/Rhinovirus,Sep,18
LTCH,COVID-19,Sep,31
LTCH,Enterovirus/Rhinovirus,Sep,20
Hospital-Acute Care,COVID-19,Sep,10
LTCH,COVID-19,Sep,31
LTCH,COVID-19,Sep,14
LTCH,COVID-19,Sep,26
LTCH,Enterovirus/Rhinovirus,Aug,11
LTCH,COVID-19,Aug,13
Retirement Home,Enterovirus/Rhinovirus,Aug,9
LTCH,Enterovirus/Rhinovirus,Aug,13
LTCH,COVID-19,Aug,13
Retirement Home,COVID-19,Aug,13
Hospital-Acute Care,COVID-19,Aug,8
Retirement Home,Enterovirus/Rhinovirus,Aug,24
Retirement Home,COVID-19,Aug,18
LTCH,Enterovirus/Rhinovirus,Aug,11
LTCH,COVID-19,Aug,24
LTCH,COVID-19,Aug,13
LTCH,Enterovirus/Rhinovirus,Aug,26
LTCH,COVID-19,Aug,2
LTCH,Enterovirus/Rhinovirus,Aug,14
LTCH,Enterovirus/Rhinovirus,Aug,17
LTCH,Enterovirus/Rhinovirus,Aug,16
LTCH,COVID-19,Aug,7
LTCH,COVID-19,Aug,10
Retirement Home,COVID-19,Aug,10
LTCH,COVID-19,Aug,7
Retirement Home,COVID-19,Aug,10
Hospital-Acute Care,COVID-19,Aug,10
LTCH,Enterovirus/Rhinovirus,Aug,10
LTCH,COVID-19,Aug,7
LTCH,Enterovirus/Rhinovirus,Aug,7
LTCH,Parainfluenza,Aug,20
LTCH,Parainfluenza,Aug,36
LTCH,COVID-19,Aug,26
LTCH,Enterovirus/Rhinovirus,Aug,10
LTCH,Enterovirus/Rhinovirus,Aug,16
LTCH,Enterovirus/Rhinovirus,Aug,22
LTCH,Coronavirus,Aug,10
LTCH,COVID-19,Aug,9
LTCH,Enterovirus/Rhinovirus,Aug,17
LTCH,Enterovirus/Rhinovirus,Aug,11
LTCH,COVID-19,Aug,15
LTCH,COVID-19,Aug,18
LTCH,Enterovirus/Rhinovirus,Aug,10
Retirement Home,COVID-19,Aug,8
LTCH,COVID-19,Aug,19
Retirement Home,COVID-19,Aug,20
LTCH,COVID-19,Aug,22
LTCH,Metapneumovirus,Aug,8
LTCH,Enterovirus/Rhinovirus,Aug,8
Retirement Home,COVID-19,Aug,9
Retirement Home,Enterovirus/Rhinovirus,Aug,8
LTCH,Enterovirus/Rhinovirus,Aug,13
LTCH,Respiratory syncytial virus,Aug,10
LTCH,Norovirus,Aug,17
Hospital-Acute Care,COVID-19,Aug,14
LTCH,Enterovirus/Rhinovirus,Aug,8
LTCH,Enterovirus/Rhinovirus,Aug,8
LTCH,COVID-19,Aug,14
LTCH,Enterovirus/Rhinovirus,Jul,21
LTCH,Enterovirus/Rhinovirus,Jul,21
LTCH,Parainfluenza,Jul,23
LTCH,Enterovirus/Rhinovirus,Jul,16
LTCH,Enterovirus/Rhinovirus,Jul,23
LTCH,COVID-19,Jul,14
Retirement Home,Enterovirus/Rhinovirus,Jul,13
LTCH,COVID-19,Jul,30
Hospital-Chronic Care,COVID-19,Jul,7
LTCH,Enterovirus/Rhinovirus,Jul,12
LTCH,Enterovirus/Rhinovirus,Jul,15
LTCH,Enterovirus/Rhinovirus,Jul,22
Retirement Home,COVID-19,Jul,9
LTCH,Enterovirus/Rhinovirus,Jul,14
LTCH,COVID-19,Jul,15
LTCH,Enterovirus/Rhinovirus,Jul,11
LTCH,Metapneumovirus,Jul,16
LTCH,COVID-19,Jul,28
LTCH,Enterovirus/Rhinovirus,Jul,41
Retirement Home,COVID-19,Jul,21
LTCH,COVID-19,Jul,14
Hospital-Acute Care,COVID-19,Jul,4
Hospital-Acute Care,COVID-19,Jul,7
Hospital-Acute Care,Parainfluenza,Jul,20
LTCH,Parainfluenza,Jul,21
Retirement Home,Influenza,Jul,10
LTCH,COVID-19,Jul,15
LTCH,COVID-19,Jul,13
LTCH,COVID-19,Jul,31
LTCH,COVID-19,Jul,10
LTCH,Enterovirus/Rhinovirus,Jul,15
LTCH,COVID-19,Jul,26
LTCH,Parainfluenza,Jul,27
LTCH,Parainfluenza,Jul,16
LTCH,Metapneumovirus,Jul,12
LTCH,Enterovirus/Rhinovirus,Jul,18
LTCH,Enterovirus/Rhinovirus,Jul,17
LTCH,COVID-19,Jul,11
Retirement Home,COVID-19,Jun,12
LTCH,COVID-19,Jun,27
LTCH,Coronavirus,Jun,8
Hospital-Acute Care,COVID-19,Jun,7
LTCH,Metapneumovirus,Jun,8
Hospital-Chronic Care,COVID-19,Jun,8
LTCH,COVID-19,Jun,12
LTCH,Parainfluenza,Jun,10
Hospital-Chronic Care,COVID-19,Jun,7
LTCH,Enterovirus/Rhinovirus,Jun,8
Retirement Home,COVID-19,Jun,13
LTCH,COVID-19,Jun,11
LTCH,Parainfluenza,Jun,23
LTCH,Coronavirus,Jun,10
Hospital-Chronic Care,COVID-19,Jun,6
LTCH,COVID-19,Jun,18
LTCH,COVID-19,Jun,16
LTCH,COVID-19,Jun,12
Retirement Home,Enterovirus/Rhinovirus,Jun,21
Retirement Home,COVID-19,Jun,30
Retirement Home,COVID-19,Jun,14
LTCH,COVID-19,Jun,10
LTCH,COVID-19,Jun,6
LTCH,COVID-19,Jun,19
Retirement Home,COVID-19,Jun,20
Retirement Home,COVID-19,Jun,14
LTCH,Influenza,Jun,20
LTCH,COVID-19,Jun,43
LTCH,COVID-19,Jun,11
Retirement Home,Enterovirus/Rhinovirus,Jun,7
LTCH,COVID-19,Jun,11
Retirement Home,COVID-19,Jun,10
LTCH,COVID-19,Jun,12
LTCH,COVID-19,Jun,10
LTCH,COVID-19,Jun,7
LTCH,COVID-19,May,20
LTCH,Coronavirus,May,10
LTCH,COVID-19,May,22
Hospital-Acute Care,Parainfluenza,May,15
LTCH,COVID-19,May,20
Hospital-Acute Care,COVID-19,May,10
LTCH,COVID-19,May,29
Hospital-Chronic Care,COVID-19,May,9
Hospital-Acute Care,COVID-19,May,17
LTCH,COVID-19,May,7
Hospital-Acute Care,COVID-19,May,7
LTCH,COVID-19,May,27
LTCH,Coronavirus,May,24
Hospital-Chronic Care,COVID-19,May,6
LTCH,COVID-19,May,22
Retirement Home,Norovirus,May,13
LTCH,COVID-19,May,10
Hospital-Psychiatric,COVID-19,May,10
LTCH,Respiratory syncytial virus,May,9
LTCH,Metapneumovirus,May,12
Hospital-Acute Care,COVID-19,May,8
Retirement Home,COVID-19,May,9
LTCH,COVID-19,May,16
LTCH,Respiratory syncytial virus,May,8
Hospital-Psychiatric,COVID-19,May,13
LTCH,COVID-19,May,14
Retirement Home,COVID-19,May,13
LTCH,COVID-19,May,38
LTCH,COVID-19,May,14
LTCH,Coronavirus,May,15
LTCH,COVID-19,May,16
LTCH,COVID-19,May,10
Hospital-Chronic Care,Metapneumovirus,May,6
Hospital-Acute Care,COVID-19,May,14
LTCH,Coronavirus,May,16
LTCH,COVID-19,May,6
LTCH,COVID-19,May,11
Retirement Home,COVID-19,May,23
Retirement Home,COVID-19,May,7
Hospital-Chronic Care,Parainfluenza,May,4
Hospital-Psychiatric,COVID-19,May,13
LTCH,Respiratory syncytial virus,May,11
LTCH,COVID-19,May,28
Hospital-Acute Care,Respiratory syncytial virus,May,13
Retirement Home,Coronavirus,May,19
LTCH,COVID-19,May,43
LTCH,Metapneumovirus,May,16
LTCH,COVID-19,May,22
LTCH,COVID-19,May,17
LTCH,Metapneumovirus,May,44
LTCH,COVID-19,May,15
LTCH,Respiratory syncytial virus,Apr,11
LTCH,Respiratory syncytial virus,Apr,9
Retirement Home,Coronavirus,Apr,13
LTCH,COVID-19,Apr,17
LTCH,Metapneumovirus,Apr,17
LTCH,Enterovirus/Rhinovirus,Apr,11
Hospital-Chronic Care,COVID-19,Apr,8
LTCH,COVID-19,Apr,12
Retirement Home,COVID-19,Apr,8
Hospital-Chronic Care,Norovirus,Apr,7
LTCH,Enterovirus/Rhinovirus,Apr,5
Hospital-Acute Care,COVID-19,Apr,14
Hospital-Acute Care,Coronavirus,Apr,11
Retirement Home,COVID-19,Apr,9
Retirement Home,COVID-19,Apr,16
LTCH,COVID-19,Apr,20
LTCH,Parainfluenza,Apr,31
LTCH,COVID-19,Apr,26
LTCH,Metapneumovirus,Apr,14
LTCH,Coronavirus,Apr,22
LTCH,Metapneumovirus,Apr,13
LTCH,COVID-19,Apr,7
LTCH,Enterovirus/Rhinovirus,Apr,9
LTCH,COVID-19,Apr,10
Hospital-Chronic Care,COVID-19,Apr,5
LTCH,Enterovirus/Rhinovirus,Apr,38
LTCH,COVID-19,Apr,9
LTCH,Enterovirus/Rhinovirus,Apr,23
Hospital-Chronic Care,COVID-19,Apr,8
Retirement Home,COVID-19,Apr,16
Retirement Home,COVID-19,Apr,10
LTCH,Metapneumovirus,Apr,7
LTCH,COVID-19,Apr,10
Hospital-Acute Care,Norovirus,Apr,8
Hospital-Acute Care,COVID-19,Apr,11
Hospital-Acute Care,COVID-19,Apr,8
Hospital-Acute Care,COVID-19,Apr,16
LTCH,COVID-19,Apr,9
Hospital-Chronic Care,COVID-19,Apr,16
Retirement Home,COVID-19,Apr,13
Hospital-Acute Care,Parainfluenza,Apr,29
LTCH,COVID-19,Apr,18
Retirement Home,COVID-19,Apr,14
Retirement Home,COVID-19,Apr,10
LTCH,Enterovirus/Rhinovirus,Apr,7
LTCH,COVID-19,Apr,16
Hospital-Chronic Care,Norovirus,Apr,9
LTCH,COVID-19,Apr,18
Hospital-Acute Care,COVID-19,Apr,8
LTCH,Respiratory syncytial virus,Apr,21
LTCH,Respiratory syncytial virus,Apr,12
Hospital-Acute Care,COVID-19,Apr,13
LTCH,Metapneumovirus,Apr,10
LTCH,Enterovirus/Rhinovirus,Apr,12
Retirement Home,COVID-19,Apr,18
Hospital-Chronic Care,COVID-19,Apr,12
Hospital-Acute Care,Parainfluenza,Apr,14
Hospital-Chronic Care,COVID-19,Apr,7
Retirement Home,COVID-19,Apr,20
LTCH,COVID-19,Apr,20
Retirement Home,COVID-19,Apr,19
LTCH,Respiratory syncytial virus,Apr,19
Retirement Home,COVID-19,Apr,13
Hospital-Chronic Care,COVID-19,Apr,8
LTCH,COVID-19,Apr,13
LTCH,COVID-19,Apr,8
LTCH,COVID-19,Apr,16
Retirement Home,Coronavirus,Apr,8
Retirement Home,Metapneumovirus,Apr,9
Hospital-Chronic Care,COVID-19,Apr,10
LTCH,COVID-19,Mar,19
LTCH,COVID-19,Mar,29
LTCH,Influenza,Mar,12
LTCH,Metapneumovirus,Mar,19
LTCH,COVID-19,Mar,23
LTCH,Parainfluenza,Mar,14
LTCH,COVID-19,Mar,30
Retirement Home,Norovirus,Mar,25
Hospital-Chronic Care,COVID-19,Mar,7
LTCH,COVID-19,Mar,11
LTCH,Metapneumovirus,Mar,13
Hospital-Chronic Care,COVID-19,Mar,3
LTCH,COVID-19,Mar,22
Retirement Home,COVID-19,Mar,15
LTCH,COVID-19,Mar,8
LTCH,Coronavirus,Mar,13
Retirement Home,Parainfluenza,Mar,12
LTCH,COVID-19,Mar,12
Hospital-Acute Care,Metapneumovirus,Mar,12
Hospital-Acute Care,COVID-19,Mar,8
LTCH,Coronavirus,Mar,23
LTCH,Respiratory syncytial virus,Mar,10
LTCH,Metapneumovirus,Mar,16
Hospital-Acute Care,Norovirus,Mar,8
LTCH,Coronavirus,Mar,5
Retirement Home,COVID-19,Mar,11
LTCH,COVID-19,Mar,12
Hospital-Acute Care,COVID-19,Mar,12
LTCH,COVID-19,Mar,41
LTCH,COVID-19,Mar,16
LTCH,COVID-19,Mar,8
LTCH,COVID-19,Mar,15
Hospital-Chronic Care,COVID-19,Mar,10
LTCH,Enterovirus/Rhinovirus,Mar,22
Hospital-Chronic Care,COVID-19,Mar,23
LTCH,COVID-19,Mar,28
LTCH,Coronavirus,Mar,12
Retirement Home,Respiratory syncytial virus,Mar,12
LTCH,Coronavirus,Mar,14
Retirement Home,COVID-19,Mar,2
Hospital-Acute Care,COVID-19,Mar,8
LTCH,COVID-19,Mar,17
Retirement Home,COVID-19,Mar,15
Hospital-Chronic Care,COVID-19,Mar,14
Hospital-Chronic Care,COVID-19,Mar,6
Hospital-Chronic Care,COVID-19,Mar,7
LTCH,Respiratory syncytial virus,Mar,17
LTCH,COVID-19,Mar,6
LTCH,Metapneumovirus,Mar,17
Hospital-Acute Care,COVID-19,Mar,10
Hospital-Acute Care,COVID-19,Mar,11
Retirement Home,COVID-19,Mar,18
LTCH,Enterovirus/Rhinovirus,Mar,7
LTCH,COVID-19,Mar,12
LTCH,COVID-19,Mar,7
Hospital-Acute Care,COVID-19,Mar,14
LTCH,Norovirus,Mar,12
LTCH,Enterovirus/Rhinovirus,Mar,10
LTCH,COVID-19,Mar,10
LTCH,COVID-19,Mar,14
LTCH,Respiratory syncytial virus,Mar,21
Hospital-Chronic Care,Metapneumovirus,Mar,7
Hospital-Chronic Care,Enterovirus/Rhinovirus,Mar,14
Hospital-Acute Care,Influenza,Mar,7
LTCH,COVID-19,Mar,19
LTCH,Coronavirus,Mar,6
Retirement Home,Coronavirus,Mar,19
LTCH,Enterovirus/Rhinovirus,Mar,11
Hospital-Chronic Care,Respiratory syncytial virus,Feb,9
Hospital-Chronic Care,COVID-19,Feb,7
Hospital-Acute Care,COVID-19,Feb,14
LTCH,Norovirus,Feb,9
Hospital-Chronic Care,COVID-19,Feb,7
LTCH,Enterovirus/Rhinovirus,Feb,11
LTCH,COVID-19,Feb,12
Hospital-Acute Care,COVID-19,Feb,7
LTCH,COVID-19,Feb,17
LTCH,Enterovirus/Rhinovirus,Feb,12
LTCH,Parainfluenza,Feb,20
Retirement Home,COVID-19,Feb,34
Retirement Home,COVID-19,Feb,22
LTCH,COVID-19,Feb,7
Hospital-Psychiatric,COVID-19,Feb,11
LTCH,Norovirus,Feb,15
LTCH,Parainfluenza,Feb,15
LTCH,COVID-19,Feb,22
Retirement Home,COVID-19,Feb,10
Hospital-Acute Care,COVID-19,Feb,10
LTCH,COVID-19,Feb,16
Retirement Home,COVID-19,Feb,15
LTCH,Coronavirus,Feb,12
LTCH,COVID-19,Feb,13
Retirement Home,COVID-19,Feb,8
LTCH,COVID-19,Feb,13
LTCH,Enterovirus/Rhinovirus,Feb,11
LTCH,Coronavirus,Feb,8
LTCH,Enterovirus/Rhinovirus,Feb,4
LTCH,Enterovirus/Rhinovirus,Feb,20
LTCH,COVID-19,Feb,19
Hospital-Chronic Care,Norovirus,Feb,9
LTCH,COVID-19,Feb,19
Retirement Home,COVID-19,Feb,8
LTCH,COVID-19,Feb,27
Hospital-Chronic Care,COVID-19,Feb,6
LTCH,Respiratory syncytial virus,Feb,23
Hospital-Acute Care,COVID-19,Feb,9
LTCH,COVID-19,Feb,13
LTCH,COVID-19,Feb,13
LTCH,Respiratory syncytial virus,Feb,7
LTCH,COVID-19,Feb,36
Retirement Home,Respiratory syncytial virus,Feb,6
Hospital-Acute Care,COVID-19,Feb,9
Hospital-Chronic Care,Enterovirus/Rhinovirus,Feb,8
LTCH,COVID-19,Feb,25
LTCH,COVID-19,Feb,22
LTCH,Parainfluenza,Feb,25
LTCH,COVID-19,Feb,27
LTCH,COVID-19,Feb,18
Hospital-Acute Care,COVID-19,Feb,6
LTCH,Coronavirus,Feb,16
Retirement Home,COVID-19,Feb,7
LTCH,COVID-19,Feb,27
Hospital-Acute Care,COVID-19,Feb,17
Hospital-Chronic Care,COVID-19,Feb,20
LTCH,COVID-19,Jan,24
Retirement Home,Norovirus,Jan,13
LTCH,Respiratory syncytial virus,Jan,9
LTCH,Parainfluenza,Jan,14
Hospital-Chronic Care,COVID-19,Jan,14
LTCH,Parainfluenza,Jan,28
Retirement Home,Influenza,Jan,14
Retirement Home,Norovirus,Jan,15
Retirement Home,COVID-19,Jan,9
Retirement Home,COVID-19,Jan,14
LTCH,Influenza,Jan,9
LTCH,COVID-19,Jan,12
LTCH,Respiratory syncytial virus,Jan,20
Hospital-Acute Care,COVID-19,Jan,5
Hospital-Psychiatric,COVID-19,Jan,7
LTCH,COVID-19,Jan,21
Hospital-Chronic Care,COVID-19,Jan,11
LTCH,Metapneumovirus,Jan,15
LTCH,COVID-19,Jan,11
LTCH,Respiratory syncytial virus,Jan,19
LTCH,COVID-19,Jan,12
LTCH,COVID-19,Jan,29
LTCH,COVID-19,Jan,7
LTCH,Parainfluenza,Jan,20
LTCH,COVID-19,Jan,20
LTCH,Metapneumovirus,Jan,9
LTCH,Enterovirus/Rhinovirus,Jan,16
LTCH,Respiratory syncytial virus,Jan,34
LTCH,Respiratory syncytial virus,Jan,17
LTCH,Coronavirus,Jan,10
Hospital-Acute Care,COVID-19,Jan,10
LTCH,Respiratory syncytial virus,Jan,22
Retirement Home,COVID-19,Jan,10
Hospital-Acute Care,COVID-19,Jan,10
Hospital-Chronic Care,COVID-19,Jan,12
LTCH,COVID-19,Jan,33
LTCH,Respiratory syncytial virus,Jan,10
LTCH,Respiratory syncytial virus,Jan,4
Hospital-Acute Care,COVID-19,Jan,7
Retirement Home,COVID-19,Jan,18
Hospital-Acute Care,COVID-19,Jan,13
LTCH,COVID-19,Jan,12
LTCH,Parainfluenza,Jan,23
LTCH,COVID-19,Jan,11
Hospital-Acute Care,COVID-19,Jan,8
LTCH,Parainfluenza,Jan,8
Hospital-Acute Care,COVID-19,Jan,6
LTCH,Coronavirus,Jan,15
Hospital-Acute Care,COVID-19,Jan,7
Hospital-Chronic Care,Influenza,Jan,11
LTCH,Coronavirus,Jan,11
LTCH,COVID-19,Jan,28
Retirement Home,COVID-19,Jan,21
Hospital-Chronic Care,COVID-19,Jan,19
LTCH,COVID-19,Jan,33
LTCH,Parainfluenza,Jan,18
Retirement Home,Respiratory syncytial virus,Jan,10
Retirement Home,Norovirus,Jan,15
LTCH,COVID-19,Jan,18
Retirement Home,COVID-19,Jan,14
Retirement Home,COVID-19,Jan,53
Retirement Home,COVID-19,Jan,12
Hospital-Acute Care,Influenza,Jan,6
LTCH,COVID-19,Jan,14
